WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
-0.02	6.1	4.44	1.11	1.56	4.69	0.281	0.268
-0.02	6.1	4.44	1.11	1.56	4.69	0.281	0.268
-0.02	6.1	4.44	1.11	1.56	4.69	0.281	0.268
-0.17	6.33	5.59	1.49	1.79	3.9	0.315	0.301
-0.33	3.46	6.23	1.73	1.69	4.72	0.321	0.3
-0.33	2.96	3.35	1.58	1.54	5.63	0.333	0.335
-0.36	6.06	1.9	1.04	1.69	5.7	0.211	0.226
-0.49	4.61	5.27	1.98	2.15	6.52	0.261	0.264
-0.82	6.15	6.37	1.76	1.83	8.37	0.371	0.341
-0.85	6.59	3.62	2.96	1.84	5.35	0.231	0.273
4.67	1.43	8.44	0.26	1.19	3.2	0.257	0.197
4.56	1.88	8.2	0.51	1.21	3.61	0.292	0.231
4.21	3.53	9.71	0.44	1.34	3.83	0.281	0.207
3.82	2.76	7.47	0.35	0.85	1.85	0.234	0.186
3.74	3.51	9.94	0.47	0.95	2.55	0.268	0.201
3.73	2.1	4.89	0.0	1.1	3.06	0.202	0.17
3.53	3.28	8.03	0.37	1.03	3.06	0.246	0.194
3.46	3.12	4.57	0.21	1.17	3.12	0.319	0.286
3.46	2.4	7.29	0.66	1.14	3.47	0.271	0.226
3.38	1.91	9.45	0.86	1.36	3.3	0.288	0.226
3.38	1.91	9.45	0.86	1.36	3.3	0.288	0.226
3.38	1.91	9.45	0.86	1.36	3.3	0.288	0.226
3.35	2.79	8.37	0.63	1.37	3.84	0.246	0.195
3.35	1.86	4.73	0.51	1.05	3.78	0.287	0.261
3.33	2.71	6.65	0.66	0.99	3.1	0.285	0.245
3.17	2.77	4.85	0.52	1.13	2.41	0.273	0.247
3.1	3.5	6.15	0.34	1.37	4.82	0.318	0.267
2.94	3.23	9.23	0.69	1.56	3.72	0.336	0.263
2.93	2.17	6.98	0.93	1.42	3.44	0.269	0.232
2.66	4.03	8.87	0.71	1.07	2.89	0.324	0.256
2.63	3.65	6.28	0.58	1.36	3.81	0.325	0.28
2.54	2.87	9.58	1.05	1.37	4.65	0.279	0.223
2.54	2.87	9.58	1.05	1.37	4.65	0.279	0.223
2.54	2.87	9.58	1.05	1.37	4.65	0.279	0.223
2.45	3.16	6.49	0.7	1.12	2.65	0.273	0.24
2.39	2.3	5.48	0.41	1.01	3.88	0.304	0.262
2.31	5.91	7.96	0.4	1.37	3.38	0.308	0.246
1.96	5.21	9.43	0.87	1.47	4.11	0.311	0.244
1.95	2.57	5.37	0.82	1.43	4.12	0.231	0.214
1.94	2.04	6.11	0.85	1.46	3.76	0.325	0.286
1.89	2.12	6.07	0.91	1.09	3.38	0.284	0.259
1.79	3.07	6.85	0.85	1.35	4.48	0.305	0.261
1.78	3.65	3.99	0.34	1.34	4.2	0.311	0.286
1.59	3.87	6.06	0.58	1.06	2.36	0.288	0.253
1.59	3.87	6.06	0.58	1.06	2.36	0.288	0.253
1.59	3.87	6.06	0.58	1.06	2.36	0.288	0.253
1.59	3.01	6.51	0.68	0.83	2.79	0.221	0.196
1.53	2.93	5.66	0.76	1.52	4.54	0.29	0.259
1.48	3.61	4.75	0.38	1.58	5.26	0.316	0.281
1.39	2.51	4.4	0.79	1.38	4.42	0.311	0.29
1.23	2.3	8.79	1.26	1.31	4.3	0.328	0.272
1.22	3.61	5.81	0.62	1.46	3.46	0.314	0.274
1.21	3.54	5.32	0.59	1.56	3.84	0.292	0.263
1.19	2.04	5.2	1.02	1.4	4.83	0.305	0.282
1.18	5.09	5.26	0.51	1.36	5.66	0.331	0.291
1.14	3.08	6.32	0.85	1.25	3.51	0.281	0.251
1.14	3.08	6.32	0.85	1.25	3.51	0.281	0.251
1.14	3.08	6.32	0.85	1.25	3.51	0.281	0.251
1.03	4.06	6.4	0.71	1.41	3.91	0.327	0.288
1.02	1.62	4.29	1.24	1.32	3.89	0.316	0.305
1.0	4.09	5.93	0.88	1.23	3.3	0.269	0.243
0.94	4.14	7.62	1.22	1.61	4.36	0.319	0.275
0.94	4.47	5.89	0.81	1.34	4.87	0.321	0.284
0.93	3.59	4.75	1.08	1.56	4.51	0.308	0.29
0.89	2.72	3.77	0.91	1.36	5.77	0.319	0.304
0.85	3.5	5.83	1.17	1.41	3.03	0.286	0.263
0.79	3.82	10.36	1.64	1.25	3.82	0.315	0.252
0.76	3.55	6.9	1.08	1.46	3.91	0.345	0.3
0.76	3.55	6.9	1.08	1.46	3.91	0.345	0.3
0.76	3.55	6.9	1.08	1.46	3.91	0.345	0.3
0.62	3.01	6.59	1.36	1.61	5.22	0.298	0.27
0.62	3.54	6.83	1.15	1.56	4.62	0.295	0.264
0.6	1.87	5.03	1.44	1.5	4.92	0.308	0.295
0.58	4.94	6.85	1.21	1.3	4.67	0.281	0.252
0.56	5.35	5.11	0.97	1.57	5.9	0.331	0.306
0.54	4.22	5.14	1.05	1.33	3.93	0.289	0.27
0.48	4.29	5.57	1.29	1.24	5.29	0.31	0.287
0.44	3.88	4.04	0.97	1.6	4.69	0.37	0.348
0.4	9.96	8.68	0.32	1.58	4.51	0.375	0.293
0.38	3.59	4.28	1.2	1.38	5.3	0.318	0.307
0.38	3.59	4.28	1.2	1.38	5.3	0.318	0.307
0.38	3.59	4.28	1.2	1.38	5.3	0.318	0.307
0.33	3.47	5.96	1.37	1.6	4.25	0.331	0.302
0.33	2.7	3.24	1.26	1.51	5.61	0.235	0.244
0.23	3.86	7.44	1.65	1.78	5.0	0.281	0.258
0.19	3.41	6.03	1.84	1.64	5.88	0.296	0.283
0.16	5.66	7.93	1.51	1.75	6.39	0.274	0.243
0.14	3.55	5.33	1.42	1.59	5.75	0.268	0.257
0.11	3.96	3.44	1.23	1.67	5.09	0.245	0.249
0.09	4.39	4.65	1.55	1.48	5.07	0.293	0.286
0.02	3.97	4.36	1.55	1.52	5.55	0.238	0.244
-0.12	3.84	4.71	1.63	1.42	5.65	0.313	0.307
-0.12	3.84	4.71	1.63	1.42	5.65	0.313	0.307
-0.12	3.84	4.71	1.63	1.42	5.65	0.313	0.307
-0.12	3.47	4.82	1.79	2.21	5.13	0.288	0.287
-0.13	5.47	4.26	1.53	1.89	5.11	0.291	0.292
6.64	1.74	12.0	0.32	1.27	3.72	0.217	0.14
6.0	2.96	10.21	0.22	1.11	3.76	0.275	0.189
5.32	2.86	8.89	0.16	1.26	3.93	0.278	0.208
5.08	2.84	8.24	0.14	1.21	3.05	0.255	0.193
4.8	2.24	7.05	0.34	0.96	2.18	0.275	0.222
4.47	1.01	7.22	0.29	0.67	1.56	0.333	0.274
4.4	2.54	7.19	0.43	1.25	4.62	0.305	0.25
4.32	2.18	7.28	0.52	1.21	3.35	0.291	0.242
3.96	3.37	6.8	0.14	1.33	4.32	0.281	0.228
3.87	1.19	5.76	0.6	1.33	3.23	0.298	0.263
3.87	1.19	5.76	0.6	1.33	3.23	0.298	0.263
3.87	1.19	5.76	0.6	1.33	3.23	0.298	0.263
3.79	4.04	8.56	0.36	1.15	3.11	0.321	0.248
3.77	3.09	8.74	0.51	1.45	4.93	0.339	0.265
3.55	3.65	6.93	0.37	1.47	5.07	0.319	0.264
3.53	2.29	9.55	0.51	1.2	3.13	0.258	0.197
3.32	1.99	8.34	0.54	1.36	4.15	0.324	0.259
3.21	2.8	7.71	0.58	1.36	3.18	0.338	0.277
3.18	3.64	8.34	0.59	1.53	5.02	0.378	0.304
3.03	4.1	9.91	1.03	0.98	2.33	0.324	0.251
2.99	2.22	6.05	0.31	1.17	2.94	0.313	0.268
2.8	2.65	6.71	0.75	1.45	5.17	0.344	0.294
2.8	2.65	6.71	0.75	1.45	5.17	0.344	0.294
2.8	2.65	6.71	0.75	1.45	5.17	0.344	0.294
2.79	2.65	10.61	0.88	1.48	5.31	0.297	0.222
2.71	2.08	7.99	0.8	1.4	3.74	0.376	0.31
2.69	2.98	6.63	0.68	1.55	5.63	0.298	0.254
2.56	3.97	7.13	0.58	1.59	4.86	0.329	0.281
2.53	4.96	8.54	0.2	1.37	3.43	0.323	0.246
2.49	3.51	4.42	0.52	1.3	4.67	0.29	0.266
2.41	3.81	7.13	0.8	1.44	4.25	0.308	0.261
2.31	3.74	7.64	0.8	0.98	3.3	0.307	0.255
2.17	5.06	7.58	0.57	1.03	2.87	0.391	0.319
2.16	2.86	5.72	0.32	1.43	4.62	0.368	0.321
2.16	2.86	5.72	0.32	1.43	4.62	0.368	0.321
2.16	2.86	5.72	0.32	1.43	4.62	0.368	0.321
2.15	2.36	4.39	0.68	1.58	3.53	0.291	0.267
2.1	4.41	8.17	0.92	1.35	4.57	0.309	0.255
2.01	3.29	3.52	0.24	1.45	4.52	0.262	0.241
1.99	2.95	7.03	0.68	1.37	4.13	0.305	0.258
1.86	1.99	6.03	0.64	1.23	4.27	0.325	0.284
1.8	2.43	7.56	0.81	1.47	4.52	0.354	0.299
1.76	5.46	9.14	0.82	1.49	4.34	0.326	0.255
1.75	4.87	6.9	0.61	1.08	2.31	0.361	0.3
1.5	2.78	4.81	0.83	1.39	4.58	0.313	0.288
1.43	4.84	9.68	0.75	1.13	3.17	0.288	0.222
1.43	4.84	9.68	0.75	1.13	3.17	0.288	0.222
1.43	4.84	9.68	0.75	1.13	3.17	0.288	0.222
1.41	4.43	5.06	0.63	1.37	4.52	0.338	0.307
1.36	5.12	9.64	1.2	1.64	4.54	0.307	0.244
1.32	4.98	7.19	0.74	1.46	4.1	0.335	0.283
1.32	4.53	9.25	1.3	1.38	3.25	0.27	0.228
1.29	4.87	9.73	1.04	1.42	4.14	0.292	0.233
1.25	4.73	7.02	0.78	1.48	4.77	0.292	0.249
1.23	2.09	5.98	1.09	1.47	3.79	0.296	0.269
1.21	3.93	10.09	1.18	1.41	3.59	0.346	0.269
1.05	2.12	6.03	1.34	1.57	4.07	0.335	0.309
1.04	3.34	5.07	0.96	1.31	4.32	0.274	0.255
1.04	3.34	5.07	0.96	1.31	4.32	0.274	0.255
1.04	3.34	5.07	0.96	1.31	4.32	0.274	0.255
0.95	4.89	8.94	0.84	1.39	5.42	0.308	0.25
0.93	2.23	5.8	1.34	1.53	4.66	0.265	0.255
0.76	2.38	6.36	1.07	1.55	4.39	0.366	0.326
0.75	4.96	5.33	0.74	1.5	4.65	0.385	0.352
0.7	2.05	5.58	1.76	1.19	4.82	0.295	0.283
0.66	2.99	5.01	0.71	1.59	4.21	0.321	0.291
0.61	3.84	7.09	0.95	1.69	4.52	0.336	0.29
0.54	3.89	6.21	0.87	1.75	6.92	0.309	0.273
0.53	5.14	8.0	0.84	1.79	4.17	0.368	0.307
0.52	3.65	5.58	1.34	1.71	6.15	0.289	0.272
0.52	3.65	5.58	1.34	1.71	6.15	0.289	0.272
0.52	3.65	5.58	1.34	1.71	6.15	0.289	0.272
0.51	3.7	7.84	1.09	1.28	4.23	0.38	0.32
0.39	3.24	7.06	1.3	1.69	4.5	0.333	0.291
0.31	5.08	6.35	0.64	1.78	6.94	0.329	0.282
0.28	2.84	5.4	1.42	1.75	5.87	0.293	0.279
0.25	3.79	1.77	0.76	1.84	6.05	0.385	0.384
0.2	1.95	5.57	1.39	1.59	5.35	0.346	0.319
0.16	2.92	5.35	1.46	1.51	5.59	0.319	0.306
0.05	3.91	7.51	1.42	1.55	7.63	0.323	0.284
-0.04	5.91	5.91	0.84	1.34	4.9	0.32	0.282
-0.06	2.98	2.98	0.85	1.72	5.22	0.38	0.368
-0.06	2.98	2.98	0.85	1.72	5.22	0.38	0.368
-0.06	2.98	2.98	0.85	1.72	5.22	0.38	0.368
-0.07	4.12	5.36	1.86	1.69	8.1	0.298	0.297
-0.07	6.36	6.93	0.99	2.05	5.5	0.302	0.262
-0.12	5.43	4.26	1.47	1.55	5.5	0.34	0.332
-0.13	6.1	5.03	1.37	2.0	4.88	0.381	0.357
-0.21	5.97	4.83	1.14	1.63	6.08	0.286	0.275
-0.27	8.31	7.71	1.19	1.96	7.06	0.266	0.229
-0.3	4.01	3.77	1.7	1.81	5.09	0.333	0.333
-0.38	5.76	6.98	2.12	1.78	6.68	0.352	0.325
-0.46	4.77	4.29	1.75	1.81	7.55	0.35	0.342
-0.48	4.73	4.73	2.46	1.92	7.03	0.308	0.32
-0.48	4.73	4.73	2.46	1.92	7.03	0.308	0.32
-0.48	4.73	4.73	2.46	1.92	7.03	0.308	0.32
-0.62	2.64	4.08	2.4	1.96	6.42	0.29	0.306
-0.8	4.35	6.52	2.79	2.15	6.44	0.296	0.299
