WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
3.17	3.73	8.53	0.53	1.12	2.9	0.279	0.217
2.66	3.86	11.7	0.64	1.44	5.46	0.333	0.233
2.65	4.41	9.74	0.55	1.08	2.54	0.314	0.233
2.63	2.89	9.44	0.78	1.49	4.18	0.286	0.222
2.49	3.75	6.25	0.25	1.42	4.85	0.36	0.304
2.41	4.19	5.77	0.26	0.83	2.96	0.346	0.292
2.4	3.97	7.15	0.53	1.52	5.72	0.355	0.299
2.31	2.83	5.8	0.71	1.38	4.65	0.324	0.287
2.31	3.86	4.45	0.3	1.43	4.24	0.351	0.318
2.31	3.86	4.45	0.3	1.43	4.24	0.351	0.318
2.31	3.86	4.45	0.3	1.43	4.24	0.351	0.318
2.3	3.16	5.85	0.7	1.26	4.43	0.255	0.226
2.3	2.84	4.64	0.67	1.3	4.29	0.27	0.249
2.19	2.86	9.87	1.04	1.33	4.39	0.274	0.216
2.07	4.04	5.17	0.32	1.18	3.56	0.245	0.215
1.95	3.83	7.03	0.8	1.31	3.7	0.277	0.234
1.88	3.08	6.58	0.89	1.1	3.16	0.325	0.282
1.85	1.72	4.84	0.54	1.24	3.3	0.355	0.319
1.77	3.0	7.06	0.53	1.15	1.99	0.309	0.259
1.66	2.33	6.05	0.7	1.2	2.26	0.341	0.298
1.62	4.1	7.52	0.91	1.34	4.65	0.312	0.263
1.62	4.1	7.52	0.91	1.34	4.65	0.312	0.263
1.62	4.1	7.52	0.91	1.34	4.65	0.312	0.263
1.56	3.76	6.38	0.33	1.19	4.07	0.353	0.301
1.52	4.33	9.67	0.72	1.13	4.37	0.305	0.234
1.48	2.63	4.52	0.88	1.22	4.02	0.362	0.337
1.28	3.33	5.83	0.71	1.24	3.54	0.361	0.316
1.21	6.47	4.99	0.19	1.45	5.24	0.262	0.226
1.2	1.71	10.67	1.6	1.43	3.91	0.305	0.244
1.18	3.56	4.95	0.52	1.1	4.03	0.274	0.247
1.18	2.18	5.91	0.7	1.24	4.08	0.329	0.289
1.17	3.19	5.76	0.3	1.25	4.65	0.296	0.257
1.17	2.3	6.21	1.08	1.4	4.8	0.262	0.238
1.17	2.3	6.21	1.08	1.4	4.8	0.262	0.238
1.17	2.3	6.21	1.08	1.4	4.8	0.262	0.238
1.15	4.65	5.31	0.66	1.66	4.27	0.382	0.341
1.13	2.78	6.38	0.87	1.78	5.38	0.283	0.251
1.09	3.45	6.59	0.94	1.31	4.22	0.322	0.282
1.09	3.54	7.8	0.79	1.57	3.86	0.301	0.251
1.05	2.89	3.38	0.64	1.44	2.6	0.268	0.256
0.94	4.37	9.83	1.09	1.13	4.45	0.286	0.229
0.92	2.87	5.74	0.72	1.57	5.54	0.333	0.296
0.8	4.07	7.34	0.75	1.58	3.82	0.304	0.255
0.76	4.47	6.87	0.96	1.53	5.35	0.273	0.243
0.73	2.37	7.12	1.14	1.43	4.67	0.368	0.319
0.73	2.37	7.12	1.14	1.43	4.67	0.368	0.319
0.73	2.37	7.12	1.14	1.43	4.67	0.368	0.319
0.7	3.26	5.54	0.83	1.54	4.36	0.309	0.28
0.66	3.97	3.97	0.77	1.6	4.88	0.316	0.299
0.58	3.23	5.84	0.73	1.61	5.66	0.289	0.258
0.51	4.25	3.34	0.91	1.47	4.23	0.355	0.347
0.39	4.15	7.1	0.92	1.47	4.55	0.299	0.259
0.36	8.17	6.75	0.71	1.64	4.35	0.303	0.26
0.28	2.46	5.52	1.09	1.65	3.87	0.337	0.309
0.2	7.27	7.1	0.69	1.58	3.93	0.377	0.32
0.16	6.06	8.44	0.79	1.9	5.3	0.355	0.287
0.15	2.58	4.38	1.11	1.89	5.07	0.306	0.295
0.15	2.58	4.38	1.11	1.89	5.07	0.306	0.295
0.15	2.58	4.38	1.11	1.89	5.07	0.306	0.295
0.15	4.31	5.89	1.08	1.69	4.34	0.313	0.285
0.1	3.84	6.14	1.28	2.06	5.36	0.38	0.343
0.04	5.93	8.78	1.1	1.58	6.61	0.33	0.269
-0.06	5.71	6.33	0.93	1.82	6.04	0.291	0.258
-0.15	3.23	5.43	1.32	1.94	4.51	0.319	0.298
-0.27	3.82	5.73	1.36	1.68	5.62	0.369	0.338
-0.53	3.71	6.08	2.03	1.89	5.55	0.294	0.295
-0.73	6.71	7.06	1.94	2.06	7.62	0.357	0.324
-1.0	10.67	7.22	1.26	2.48	7.66	0.359	0.316
