WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
0.67	3.64	2.6	0.39	1.55	5.44	0.333	0.322
0.6	3.19	9.39	1.01	1.29	4.03	0.317	0.25
0.55	3.12	7.21	0.97	1.51	4.17	0.291	0.253
0.55	3.12	7.21	0.97	1.51	4.17	0.291	0.253
0.55	3.12	7.21	0.97	1.51	4.17	0.291	0.253
0.54	3.02	7.99	1.07	1.52	3.77	0.329	0.279
0.51	4.95	7.21	1.03	1.42	5.37	0.281	0.245
0.5	4.3	5.14	0.84	1.67	5.98	0.277	0.255
0.32	2.96	4.53	1.05	1.39	5.4	0.295	0.284
0.27	3.17	6.57	1.18	1.44	5.23	0.365	0.326
0.17	3.4	8.06	1.48	1.7	6.16	0.349	0.303
0.06	4.29	7.29	1.54	1.65	5.7	0.311	0.279
-0.15	4.91	6.82	1.36	1.75	4.28	0.343	0.306
-0.7	3.36	6.0	1.56	1.77	3.97	0.34	0.316
-0.91	5.26	7.17	1.2	1.67	4.44	0.316	0.279
-0.91	5.26	7.17	1.2	1.67	4.44	0.316	0.279
-0.91	5.26	7.17	1.2	1.67	4.44	0.316	0.279
-0.95	4.5	5.4	1.8	1.79	5.61	0.303	0.296
-1.55	3.48	4.99	1.87	1.61	6.78	0.308	0.305
