WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
1.65	4.12	4.98	0.55	1.48	4.51	0.312	0.28
1.38	2.46	4.11	0.8	1.12	4.18	0.269	0.254
1.18	3.7	5.97	0.57	1.2	2.55	0.347	0.298
1.01	1.49	3.25	1.1	1.37	4.78	0.251	0.253
0.78	2.69	3.05	0.73	1.63	4.8	0.309	0.298
0.69	1.79	4.54	1.08	1.55	4.16	0.304	0.289
0.68	4.18	6.75	0.97	1.51	3.77	0.295	0.26
0.6	3.96	3.96	0.86	1.48	4.35	0.287	0.273
0.59	2.2	4.6	1.4	1.25	3.58	0.294	0.287
0.47	2.69	5.86	1.17	1.44	3.68	0.291	0.266
0.47	2.69	5.86	1.17	1.44	3.68	0.291	0.266
0.47	2.69	5.86	1.17	1.44	3.68	0.291	0.266
0.44	3.09	7.32	1.49	1.41	5.07	0.3	0.267
0.44	3.36	2.17	0.65	1.64	5.2	0.323	0.318
0.3	2.8	6.37	1.53	1.5	3.8	0.325	0.303
0.3	3.21	8.04	1.45	1.53	4.92	0.315	0.273
0.3	4.81	4.37	0.87	1.23	3.96	0.284	0.269
0.08	5.68	4.26	0.85	1.52	5.27	0.282	0.267
0.07	4.31	3.18	0.91	1.74	5.27	0.322	0.311
-0.03	3.62	4.73	1.11	1.4	4.57	0.32	0.298
6.92	2.65	7.68	0.0	1.32	3.48	0.337	0.262
5.97	3.42	7.48	0.0	1.24	4.44	0.269	0.211
4.18	2.93	9.63	0.63	1.21	3.45	0.291	0.224
4.13	2.21	5.05	0.35	1.35	5.55	0.304	0.268
2.74	2.63	8.25	0.75	1.14	2.97	0.346	0.275
2.53	2.87	5.46	0.39	1.34	4.9	0.279	0.242
2.38	2.55	8.57	0.43	1.16	2.63	0.344	0.27
2.33	3.05	9.07	0.82	1.29	3.6	0.319	0.253
2.22	3.45	6.5	0.41	1.25	3.29	0.312	0.268
1.95	2.59	4.69	0.81	1.71	5.77	0.249	0.234
1.95	2.59	4.69	0.81	1.71	5.77	0.249	0.234
1.95	2.59	4.69	0.81	1.71	5.77	0.249	0.234
1.76	4.54	7.13	0.54	1.42	4.77	0.332	0.274
1.7	4.05	6.75	0.27	1.55	3.99	0.38	0.316
1.65	2.77	10.39	1.04	1.54	5.64	0.458	0.343
1.5	2.26	3.47	0.72	1.31	3.31	0.307	0.292
1.38	3.06	7.62	0.81	1.37	4.25	0.289	0.243
1.18	3.68	5.96	0.53	1.71	4.01	0.342	0.296
1.16	3.42	8.37	0.63	1.5	4.48	0.383	0.312
1.05	3.3	3.92	0.82	1.36	5.93	0.3	0.284
1.0	3.78	6.71	0.86	1.13	3.98	0.361	0.312
0.92	3.31	8.06	1.22	1.68	6.19	0.312	0.27
0.92	3.31	8.06	1.22	1.68	6.19	0.312	0.27
0.92	3.31	8.06	1.22	1.68	6.19	0.312	0.27
0.91	4.72	5.85	0.76	1.62	4.6	0.329	0.291
0.72	2.33	4.5	1.19	1.68	4.78	0.293	0.282
0.72	5.85	7.65	1.05	1.42	4.71	0.252	0.216
0.7	3.86	8.42	1.4	1.7	4.75	0.439	0.367
0.7	2.05	4.25	1.25	1.42	5.16	0.299	0.29
0.65	2.89	7.71	1.61	1.27	2.46	0.329	0.292
0.51	4.61	5.57	0.96	1.52	5.75	0.296	0.272
0.4	4.61	6.04	1.11	1.4	3.74	0.34	0.307
0.37	4.64	5.27	1.27	1.73	5.65	0.3	0.283
0.27	5.25	7.88	1.31	1.69	4.19	0.29	0.251
0.27	5.25	7.88	1.31	1.69	4.19	0.29	0.251
0.27	5.25	7.88	1.31	1.69	4.19	0.29	0.251
0.23	3.74	4.99	1.19	1.57	5.67	0.344	0.322
0.09	4.58	6.51	1.21	2.09	5.77	0.412	0.371
-0.1	4.22	7.73	1.27	1.57	6.27	0.276	0.241
-0.44	4.2	7.12	1.82	1.5	5.62	0.355	0.319
-0.45	5.48	9.2	1.76	1.99	5.17	0.294	0.253
