WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
3.33	3.1	5.75	0.55	1.56	4.22	0.255	0.225
3.12	2.66	6.28	0.76	1.44	4.56	0.268	0.234
3.12	2.66	6.28	0.76	1.44	4.56	0.268	0.234
3.12	2.66	6.28	0.76	1.44	4.56	0.268	0.234
2.81	3.59	6.75	0.63	1.23	3.84	0.227	0.196
2.64	3.2	5.49	0.69	1.63	5.01	0.259	0.231
2.63	2.65	7.26	1.13	1.02	2.8	0.287	0.25
2.6	7.36	8.26	0.0	1.12	3.03	0.387	0.302
2.1	3.58	5.67	0.49	1.14	3.42	0.262	0.229
1.55	2.81	8.04	1.28	1.4	4.56	0.267	0.231
1.37	4.8	8.28	0.83	1.06	3.55	0.285	0.235
1.36	1.99	8.81	1.71	1.23	4.01	0.282	0.25
1.33	4.44	6.62	0.76	1.52	4.85	0.301	0.26
1.3	5.2	6.5	0.47	1.43	4.25	0.313	0.263
1.3	5.2	6.5	0.47	1.43	4.25	0.313	0.263
1.3	5.2	6.5	0.47	1.43	4.25	0.313	0.263
1.28	3.83	6.7	0.85	1.47	4.2	0.312	0.269
1.15	4.36	5.88	0.87	1.2	3.68	0.303	0.27
0.98	3.06	4.82	0.84	1.47	4.28	0.312	0.289
0.91	6.52	6.52	0.31	1.16	3.55	0.293	0.245
0.83	5.71	6.66	0.48	1.39	3.16	0.32	0.271
0.8	2.0	2.75	0.75	1.55	4.94	0.258	0.257
0.77	4.01	4.81	0.8	1.38	4.16	0.255	0.236
0.65	4.5	4.31	0.38	1.65	4.3	0.325	0.298
0.64	4.72	5.09	0.58	1.19	4.32	0.295	0.265
0.63	3.48	7.06	1.19	1.34	4.35	0.308	0.272
0.63	3.48	7.06	1.19	1.34	4.35	0.308	0.272
0.63	3.48	7.06	1.19	1.34	4.35	0.308	0.272
0.6	3.14	5.73	1.11	1.33	4.87	0.289	0.267
0.58	5.36	6.64	0.64	1.55	4.25	0.286	0.243
0.57	4.81	5.95	1.14	1.17	4.17	0.292	0.267
0.48	5.9	5.9	0.62	1.48	4.57	0.379	0.331
0.42	4.69	6.73	1.1	1.66	5.17	0.279	0.249
0.37	3.76	5.36	1.32	1.6	4.29	0.299	0.282
0.35	5.63	4.74	0.64	1.55	4.69	0.325	0.296
0.33	3.19	5.81	1.13	1.38	5.01	0.289	0.266
0.26	4.5	5.3	0.96	2.01	3.86	0.303	0.276
0.18	4.97	4.26	1.07	1.66	5.02	0.25	0.247
0.18	4.97	4.26	1.07	1.66	5.02	0.25	0.247
0.18	4.97	4.26	1.07	1.66	5.02	0.25	0.247
0.09	4.17	5.63	1.19	1.69	4.48	0.321	0.295
0.09	5.58	5.58	1.17	1.71	5.64	0.311	0.283
0.08	4.98	8.43	1.53	1.75	4.85	0.324	0.281
0.06	4.98	3.38	1.29	1.64	6.12	0.315	0.313
-0.01	2.25	5.46	2.25	2.07	4.77	0.241	0.255
-0.03	3.21	6.43	2.14	1.21	5.62	0.252	0.256
-0.08	5.95	5.51	1.21	1.36	5.64	0.296	0.277
-0.22	5.65	5.02	1.26	1.59	6.7	0.222	0.22
-0.23	4.88	4.88	1.68	1.47	5.79	0.292	0.286
-0.48	5.62	6.34	1.99	1.93	6.41	0.329	0.314
-0.48	5.62	6.34	1.99	1.93	6.41	0.329	0.314
-0.48	5.62	6.34	1.99	1.93	6.41	0.329	0.314
-0.64	4.01	5.06	1.9	2.13	6.92	0.292	0.292
-0.96	6.0	8.1	2.4	1.82	5.47	0.396	0.352
3.15	5.04	10.9	0.16	1.18	3.51	0.275	0.186
2.21	3.4	10.19	0.54	1.41	5.12	0.276	0.2
1.98	3.76	9.48	0.26	1.58	4.71	0.302	0.22
1.77	6.71	11.09	0.58	1.07	3.23	0.327	0.231
1.6	3.72	5.01	0.81	1.23	2.85	0.371	0.335
1.56	5.21	5.45	0.47	1.32	4.51	0.342	0.297
1.35	4.21	7.53	0.89	1.59	4.28	0.261	0.225
1.16	4.5	7.94	0.79	1.4	4.62	0.394	0.328
0.79	3.34	7.49	0.94	1.5	5.04	0.307	0.257
0.78	4.61	8.14	0.81	1.28	4.49	0.291	0.241
0.78	4.61	8.14	0.81	1.28	4.49	0.291	0.241
0.78	4.61	8.14	0.81	1.28	4.49	0.291	0.241
0.63	5.37	7.44	0.9	1.71	4.4	0.315	0.267
0.62	1.94	5.83	1.42	1.63	4.91	0.337	0.313
0.61	3.62	5.91	0.84	1.6	5.81	0.305	0.271
0.57	4.48	6.24	0.54	1.49	4.77	0.332	0.284
0.57	4.95	6.75	1.13	1.69	4.4	0.325	0.285
0.54	4.89	6.43	0.64	1.79	4.5	0.304	0.261
0.5	4.46	4.7	0.47	1.62	5.28	0.294	0.266
0.49	4.19	5.98	1.03	1.61	5.71	0.282	0.255
0.49	5.46	8.85	1.33	1.51	5.16	0.282	0.238
0.48	3.49	11.12	1.91	1.53	5.49	0.438	0.339
0.48	3.49	11.12	1.91	1.53	5.49	0.438	0.339
0.48	3.49	11.12	1.91	1.53	5.49	0.438	0.339
0.45	6.39	6.63	1.05	1.45	4.86	0.281	0.251
0.41	4.91	7.0	0.98	1.46	5.1	0.366	0.314
0.32	4.56	8.01	1.58	1.65	6.05	0.308	0.273
0.29	7.71	4.68	0.28	1.56	5.47	0.236	0.212
0.23	4.26	6.47	1.26	1.75	5.76	0.322	0.291
0.11	5.89	6.58	1.37	1.71	6.11	0.32	0.288
0.1	2.8	5.37	1.44	2.06	6.02	0.338	0.318
-0.01	2.21	5.65	1.96	1.58	4.91	0.341	0.333
-0.04	3.12	6.49	1.82	1.64	5.85	0.376	0.348
-0.05	7.18	9.17	1.49	1.73	6.01	0.377	0.313
-0.05	7.18	9.17	1.49	1.73	6.01	0.377	0.313
-0.05	7.18	9.17	1.49	1.73	6.01	0.377	0.313
-0.13	4.86	6.08	1.49	1.81	5.42	0.307	0.286
-0.29	10.23	10.52	0.85	2.08	7.51	0.238	0.177
-0.51	7.32	3.28	1.51	1.84	5.24	0.322	0.326
