WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
1.34	2.67	7.75	0.8	1.47	4.8	0.344	0.282
1.34	2.67	7.75	0.8	1.47	4.8	0.344	0.282
1.34	2.67	7.75	0.8	1.47	4.8	0.344	0.282
1.24	3.48	5.01	0.88	1.21	4.68	0.304	0.281
1.04	2.26	6.22	1.27	1.49	6.5	0.275	0.255
0.99	4.1	6.0	1.0	1.06	4.92	0.303	0.271
0.95	4.3	9.21	1.43	1.6	4.94	0.352	0.29
0.93	2.83	4.71	0.63	1.25	3.76	0.337	0.303
0.84	5.07	6.96	0.59	1.28	2.35	0.285	0.24
0.69	2.16	6.05	1.51	1.47	4.8	0.231	0.228
0.61	4.01	8.61	1.1	1.34	4.54	0.357	0.294
0.59	5.05	8.12	1.1	1.9	5.3	0.339	0.29
0.55	6.78	5.9	0.5	1.64	4.8	0.353	0.307
0.55	6.78	5.9	0.5	1.64	4.8	0.353	0.307
0.55	6.78	5.9	0.5	1.64	4.8	0.353	0.307
0.47	6.15	6.75	1.05	1.88	5.73	0.357	0.313
0.27	2.96	4.23	0.94	1.71	5.19	0.32	0.302
0.14	5.7	5.7	0.99	1.7	3.82	0.321	0.292
0.09	5.46	6.82	1.09	1.77	6.44	0.389	0.341
0.08	5.03	5.34	1.23	1.68	5.33	0.341	0.32
0.07	6.55	4.63	0.48	1.85	5.6	0.346	0.312
0.03	7.36	8.28	0.77	1.94	5.68	0.35	0.282
-0.05	6.1	8.92	1.64	2.0	5.23	0.324	0.28
-0.48	3.89	7.47	1.94	2.0	7.14	0.289	0.267
-0.5	6.11	4.18	1.61	2.0	5.5	0.317	0.314
